ID,Name,,,,,,Energy,Might,Power,Card Type,Rarity,Domain,Tags,Ability,Image URL
ogn-162,"Miss Fortune, Captain",,,,,,5,5,1,Unit,Epic,Body,"Pirate, Miss Fortune, Bilgewater","[Accelerate] (You may pay 1 energy and 1 body rune as an additional cost to have me enter ready.)
[Ganking] (I can move from battlefield to battlefield.) The first time I move each turn, you may ready something else that's exhausted.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c7b219245cd6c6ee835974dd74771bc605289de-744x1039.png
ogn-162a,"Miss Fortune, Captain",,,,,,5,5,1,Unit,Showcase,Body,"Pirate, Miss Fortune, Bilgewater","[Accelerate] (You may pay 1 energy and 1 body rune as an additional cost to have me enter ready.)
[Ganking] (I can move from battlefield to battlefield.) The first time I move each turn, you may ready something else that's exhausted.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a7a0dfa952259993fa0d8998a820585ff4f81c6-744x1039.png
ogn-163,Seal of Strength,,,,,,0,,1,Gear,Epic,Body,,exhaust: [Reaction] — [Add] 1 body rune. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/415644b2798348e3d7198ec900cc40aaa4eb8bdf-744x1039.png
ogn-164,"Sett, Brawler",,,,,,5,4,1,Unit,Epic,Body,"Sett, Ionia","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 might buff.) Spend my buff: Give me +4 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00ddd4d478f2e49e18a60ed67f4d1452041b7da3-744x1039.png
ogn-164a,"Sett, Brawler",,,,,,5,4,1,Unit,Showcase,Body,"Sett, Ionia","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 might buff.) Spend my buff: Give me +4 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/26e65c15e8a1ce1a9cd60d96345c7916e67e00ac-744x1039.png
ogn-165,Cemetery Attendant,,,,,,3,3,1,Unit,Common,Chaos,"Dog, Shadow Isles","When you play me, return a unit from your trash to your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bbbe6923105c53fc6b2a44430db940e009609b6-744x1039.png
ogn-166,Chaos Rune,,,,,,,,,Rune,Common,Chaos,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png
ogn-166a,Chaos Rune,,,,,,,,,Rune,Showcase,Chaos,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbcde2f71fcc06fb8afc83855e24447a393f8943-1488x2078.png
ogn-167,Ember Monk,,,,,,4,4,,Unit,Common,Chaos,Bandle City,"When you play a card from [Hidden], give me +2 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0441f70a7acc377d8cbe08559b7a2fc3139c903b-744x1039.png
ogn-168,Fight or Flight,,,,,,2,,,Spell,Common,Chaos,,[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) [Action] (Play on your turn or in showdowns.) Move a unit from a battlefield to its base.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c3d543ab6c3809f45f3e410d59d376b4bee6de7-744x1039.png
ogn-169,Gust,,,,,,1,,,Spell,Common,Chaos,,"[Reaction] (Play any time, even before spells and abilities resolve.) Return a unit at a battlefield with 3 might or less to its owner's hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd3b161ab76ba0c5d503384f1289b3395434b10-744x1039.png
ogn-170,Morbid Return,,,,,,2,,,Spell,Common,Chaos,,[Action] (Play on your turn or in showdowns.) Return a unit from your trash to your hand.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33b5ca4e580b94f2056bd884a4a35e8c630920a2-744x1039.png
ogn-171,Mystic Poro,,,,,,2,2,,Unit,Common,Chaos,Poro,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/11af57d045768e886d05e1c0933b0d57cb1e459d-744x1039.png
ogn-172,Rebuke,,,,,,2,,2,Spell,Common,Chaos,,[Action] (Play on your turn or in showdowns.) Return a unit at a battlefield to its owner's hand.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8e1ad72e9d562f9267c1512f29e9c04dc5cc15f-744x1039.png
ogn-173,Ride the Wind,,,,,,2,,1,Spell,Common,Chaos,,[Action] (Play on your turn or in showdowns.) Move a friendly unit and ready it.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/864d9f8992db7f9a9e795d9438d941ca564ddde7-744x1039.png
ogn-174,Sai Scout,,,,,,6,5,,Unit,Common,Chaos,Shurima,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.) You may play me to an open battlefield.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eab1fc8c95931519319c4c80681a261d75214c48-744x1039.png
ogn-175,Shipyard Skulker,,,,,,3,3,,Unit,Common,Chaos,"Pirate, Bilgewater",,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/000634f32b897638760b82e5365961f6d85bc0cb-744x1039.png
ogn-176,Sneaky Deckhand,,,,,,3,2,,Unit,Common,Chaos,"Pirate, Bilgewater",You may play me to an open battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f95b6aac293d8e477192281df47d8466da502bf-744x1039.png
ogn-177,Stealthy Pursuer,,,,,,4,4,1,Unit,Common,Chaos,Shurima,"When a friendly unit moves from my location, I may be moved with it.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab23fd84badd67e9981512acbe6c3e9a8f97f42d-744x1039.png
ogn-178,Undercover Agent,,,,,,5,5,1,Unit,Common,Chaos,,"[Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e4e318c0cc97b13646ee454da71046a09236e47-744x1039.png
ogn-179,Acceptable Losses,,,,,,1,,,Spell,Uncommon,Chaos,,[Action] (Play on your turn or in showdowns.) Each player kills one of their gear.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b470bab1ae511ab9de0b1ce576e2050532a081-744x1039.png
ogn-180,Fading Memories,,,,,,4,,1,Spell,Uncommon,Chaos,,"Give a unit at a battlefield or a gear [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a2b366942f1a7ec1f4bd3c1b17e10356214705d7-744x1039.png
ogn-181,Pack of Wonders,,,,,,2,,,Gear,Uncommon,Chaos,,"exhaust: Return another friendly gear, unit, or [Hidden] card to its owner's hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0830f326c49abe7fb1d3c9787e7ce5d7b776eec-744x1039.png
ogn-182,Scrapheap,,,,,,2,,,Gear,Uncommon,Chaos,,"When this is played, discarded, or killed, draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198088dda16a95186a597433c3a62e8d982e666c-744x1039.png
ogn-183,Stacked Deck,,,,,,1,,,Spell,Uncommon,Chaos,,[Action] (Play on your turn or in showdowns.) Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fdcb22cb620a4c1c37920d6b744edb615647cbd4-744x1039.png
ogn-184,The Syren,,,,,,2,,,Gear,Uncommon,Chaos,,"1 energy, exhaust: Move a friendly unit at a battlefield to its base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cafdd212b542243e10e5fac587616ab77e3d9cf1-744x1039.png
ogn-185,Traveling Merchant,,,,,,2,2,,Unit,Uncommon,Chaos,Bilgewater,"When I move, discard 1, then draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7dbebe2bf5691391c8e4146e478b8bd2ac40aef-744x1039.png
ogn-186,Treasure Trove,,,,,,2,,,Gear,Uncommon,Chaos,,"When this leaves the board, draw 1 and channel 1 rune exhausted. 1 chaos rune, exhaust: Kill this.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/682f5ee828ede4dbaf428cd0666db64ee8bae722-744x1039.png
ogn-187,Whirlwind,,,,,,3,,1,Spell,Uncommon,Chaos,,"Starting with the next player, each player may return a unit to its owner's hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24f5e0a8811b5a0e0930c0f6476600e2a37a5f93-744x1039.png
ogn-188,Zaunite Bouncer,,,,,,4,2,2,Unit,Uncommon,Chaos,Zaun,"When you play me, return another unit at a battlefield to its owner's hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f4e8258e3920e4a4654cfe74faf8c266f2aa5dd-744x1039.png
ogn-189,"Kayn, Unleashed",,,,,,6,6,1,Unit,Rare,Chaos,"Kayn, Ionia","[Ganking] (I can move from battlefield to battlefield.) If I have moved twice this turn, I don't take damage.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a1ce0e784264748f170bebb3b26a09a7f55efe0f-744x1039.png
ogn-190,"Kog'Maw, Caustic",,,,,,3,1,1,Unit,Rare,Chaos,"Kog'Maw, The Void","[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ba2b780619714f2bf97597a180f3b118f4faf55-744x1039.png
ogn-191,Maddened Marauder,,,,,,5,4,,Unit,Rare,Chaos,"Pirate, Bilgewater","[Tank] (I must be assigned combat damage first.) When you play me, move a unit from a battlefield to its base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f3a2ab8e5894e0dd1b625ee29f3304e7832ef9a-744x1039.png
ogn-192,Mindsplitter,,,,,,7,7,2,Unit,Rare,Chaos,"Dragon, Mount Targon","When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8753058698cff6455da6cccd13a7fe901a164051-744x1039.png
ogn-193,"Miss Fortune, Buccaneer",,,,,,4,4,1,Unit,Rare,Chaos,"Pirate, Miss Fortune, Bilgewater",You may play me to an open battlefield. Friendly units may be played to open battlefields.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6ff9ad3d6e2b96ff76cda4c7bc75415c1cdcced-744x1039.png
ogn-193a,"Miss Fortune, Buccaneer",,,,,,4,4,1,Unit,Showcase,Chaos,"Pirate, Miss Fortune, Bilgewater",You may play me to an open battlefield. Friendly units may be played to open battlefields.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fde2eeb516af55b24467569aa982037f5b67b89-744x1039.png
ogn-194,"Nocturne, Horrifying",,,,,,4,4,1,Unit,Rare,Chaos,Nocturne,"[Ganking] (I can move from battlefield to battlefield.) When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for 1 rune of any type.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19a751364bc6eb5297596e8733d0d30a1111ac78-744x1039.png
ogn-195,Rhasa the Sunderer,,,,,,10,6,1,Unit,Rare,Chaos,"Spirit, Shadow Isles",I cost 1 energy less for each card in your trash.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e34fe8a9ee533dee99f96b4e6677d1edbd6a262d-744x1039.png
ogn-196,Soulgorger,,,,,,8,5,2,Unit,Rare,Chaos,"Spirit, Shadow Isles","When you play me, you may play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/439c4fa7c8c47cba41df8bce3fe3c8068d297382-744x1039.png
ogn-197,"Teemo, Scout",,,,,,2,1,,Unit,Rare,Chaos,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) When you play me, give me +3 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca8a2e11dd78dd09ad1c9ad3a23e5699254b947e-744x1039.png
ogn-197a,"Teemo, Scout",,,,,,2,1,,Unit,Showcase,Chaos,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) When you play me, give me +3 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/404a8aa0061b58611bd913b58dd01d99fdb8087d-744x1039.png
ogn-198,The Harrowing,,,,,,6,,2,Spell,Rare,Chaos,,"Play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6914034f56dd50ab37df26e3541c997479bb5a6d-744x1039.png
ogn-199,Tideturner,,,,,,2,2,,Unit,Rare,Chaos,Bilgewater,"[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) When you play me, you may choose a unit you control. Move me to its location and it to my original location.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bad355dba8b32d1fba33dc3924cad6a34b61b5af-744x1039.png
ogn-200,"Twisted Fate, Gambler",,,,,,4,4,,Unit,Rare,Chaos,"Twisted Fate, Bilgewater","When I attack, reveal the top rune of your rune deck, then recycle it.
Do one of the following based on its domain: * 1 fury rune — Deal 2 to an enemy unit here and 1 to all other enemy units here. * 1 mind rune — Draw 1. * 1 order rune — Stun an enemy unit.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9eff1a038528c4d633196f13259670d84b74c2a8-744x1039.png
ogn-201,Invert Timelines,,,,,,3,,1,Spell,Epic,Chaos,,"Each player discards their hand, then draws 4.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b916326fdcf61af4630d953c7540a4aa97e6db01-744x1039.png
ogn-202,"Jinx, Rebel",,,,,,5,5,1,Unit,Epic,Chaos,"Jinx, Zaun","When you discard one or more cards, ready me and give me +1 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a7fe105f40df66525be51bd18e25506945a7b027-744x1039.png
ogn-202a,"Jinx, Rebel",,,,,,5,5,1,Unit,Showcase,Chaos,"Jinx, Zaun","When you discard one or more cards, ready me and give me +1 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/da4c4f96081b4c0e151dba74a0ef6eae338478f0-744x1039.png
ogn-203,Possession,,,,,,8,,3,Spell,Epic,Chaos,,[Action] (Play on your turn or in showdowns.) Choose an enemy unit at a battlefield. Take control of it and recall it. (Send it to your base. This isn't a move.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f26462174fd01407f25f7d49a70862d2b9af35cc-744x1039.png
ogn-204,Seal of Discord,,,,,,0,,1,Gear,Epic,Chaos,,exhaust: [Reaction] — [Add] 1 chaos rune. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dd8433e77e46ca77aaf0be35d1774218d9a2f037-744x1039.png
ogn-205,"Yasuo, Windrider",,,,,,5,4,1,Unit,Epic,Chaos,"Yasuo, Ionia","[Ganking] (I can move from battlefield to battlefield.) The third time I move in a turn, you score 1 point.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5ba378ce4dad16d17e001814e091d5f484f2681-744x1039.png
ogn-205a,"Yasuo, Windrider",,,,,,5,4,1,Unit,Showcase,Chaos,"Yasuo, Ionia","[Ganking] (I can move from battlefield to battlefield.) The third time I move in a turn, you score 1 point.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35f7ca6802af48585af55d23cf7675a8922d8535-744x1039.png
ogn-206,Back to Back,,,,,,3,,,Spell,Common,Order,,"[Reaction] (Play any time, even before spells and abilities resolve.) Give two friendly units each +2 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7f5585dcd3e9c7866e3b99cb169a0404ea4c010f-744x1039.png
ogn-207,Call to Glory,,,,,,3,,,Spell,Common,Order,,"[Reaction] (Play any time, even before spells and abilities resolve.) As you play this, you may spend a buff as an additional cost. If you do, ignore this spell's cost. Give a unit +3 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ced53bc3fb15f263471067fc3868295b09e62a07-744x1039.png
ogn-208,Cruel Patron,,,,,,4,6,,Unit,Common,Order,Noxus,"As an additional cost to play me, kill a friendly unit.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c1c2c08fa0032a245c1ffee6ba29fff2826bd468-744x1039.png
ogn-209,Cull the Weak,,,,,,2,,1,Spell,Common,Order,,Each player kills one of their units.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/49338a4b31727c6ef50e7dbc54e7004dcd2b6f4c-744x1039.png
ogn-210,Daring Poro,,,,,,2,2,,Unit,Common,Order,Poro,[Assault] (+1 might while I'm an attacker.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/41dee7ec46124c261352595cfbd8a6d38d32b947-744x1039.png
ogn-211,Faithful Manufactor,,,,,,3,2,,Unit,Common,Order,Piltover,"When you play me, play a 1 might Recruit unit token here.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b41107b7456a2a38d203983b1e504e3789d6b6ea-744x1039.png
ogn-212,Forge of the Future,,,,,,2,,,Gear,Common,Order,,"When you play this, play a 1 might Recruit unit token at your base. Kill this: Recycle up to 4 cards from trashes.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8e6a76d28590bcd835b0a9a1e806fe0fa6883141-744x1039.png
ogn-213,Hidden Blade,,,,,,2,,1,Spell,Common,Order,,[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) [Action] (Play on your turn or in showdowns.) Kill a unit at a battlefield. Its controller draws 2.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0437ab8a0b67f43ef5483a103bbae9e57fd05822-744x1039.png
ogn-214,Order Rune,,,,,,,,,Rune,Common,Order,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35ec6fdd2124324bb7052cba31c8c44f2e98f3ae-744x1039.png
ogn-214a,Order Rune,,,,,,,,,Rune,Showcase,Order,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e4904221c3bbbfcfde1734bc414dbe97c67e295-1488x2078.png
ogn-215,Petty Officer,,,,,,5,5,,Unit,Common,Order,"Pirate, Bilgewater",[Assault] (+1 might while I'm an attacker.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/29e062c4a38c0be12056568a2f8563557e2611c6-744x1039.png
ogn-216,Soaring Scout,,,,,,2,1,,Unit,Common,Order,"Bird, Freljord","[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/75b6ce420888035b566c3795cabe0999a9a918b0-744x1039.png
ogn-217,Trifarian Gloryseeker,,,,,,2,2,,Unit,Common,Order,"Trifarian, Noxus","[Legion] — When you play me, buff me. (If I don't have a buff, I get a +1 might buff. Get the effect if you've played another card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19ad6a0e743b56021b9651a2105034a488e172e8-744x1039.png
ogn-218,Vanguard Captain,,,,,,3,3,1,Unit,Common,Order,"Elite, Demacia","[Legion] — When you play me, play two 1 might Recruit unit tokens here. (Get the effect if you've played another card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0c9ddb2af7a0d4991938cf1e3058eb0f5d2e357-744x1039.png
ogn-219,Vanguard Sergeant,,,,,,4,4,,Unit,Common,Order,"Elite, Demacia",,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bcff5c718cfcff1c2466bf5e1a2a1ea9a9cf09b-744x1039.png
ogn-220,Facebreaker,,,,,,2,,,Spell,Uncommon,Order,,"[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.)
[Action] (Play on your turn or in showdowns.) Stun a friendly unit and an enemy unit at the same battlefield. (They don't deal combat damage this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7cddc717b886bb955b900ffaae4db9154a19280-744x1039.png
ogn-221,Imperial Decree,,,,,,5,,2,Spell,Uncommon,Order,,"[Action] (Play on your turn or in showdowns.) When any unit takes damage this turn, kill it.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc6ab617f1ce20c82ed76dc6446d42d416c08b34-744x1039.png
ogn-222,Noxian Drummer,,,,,,3,3,,Unit,Uncommon,Order,"Trifarian, Noxus","When I move to a battlefield, play a 1 might Recruit unit token here. (It is also at the battlefield.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/45a69adf92b6951c8c8fa974273c22aade312068-744x1039.png
ogn-223,Peak Guardian,,,,,,6,5,1,Unit,Uncommon,Order,Mount Targon,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 might buff if it doesn't already have one.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bb56433bc032fd31a957923c43babc48b66db24c-744x1039.png
ogn-224,Salvage,,,,,,2,,1,Spell,Uncommon,Order,,[Action] (Play on your turn or in showdowns.) You may kill a gear. Draw 1.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9bdbac358e7c9415c1354b6d1f6888dcf9c5519b-744x1039.png
ogn-225,Solari Chief,,,,,,5,4,1,Unit,Uncommon,Order,Mount Targon,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/02fd791fdaa7d1c63221655e889fb412de103ca2-744x1039.png
ogn-226,Spectral Matron,,,,,,4,4,2,Unit,Uncommon,Order,"Spirit, Shadow Isles","When you play me, you may play a unit costing no more than 3 energy and no more than 1 rune of any type from your trash, ignoring its cost.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8aebd03c8722d485ebfc38774488778c756ff5c-744x1039.png
ogn-227,Symbol of the Solari,,,,,,1,,,Gear,Uncommon,Order,,"If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d4f746c396df48623ef8a4df763b5deb47f59339-744x1039.png
ogn-228,Vanguard Helm,,,,,,2,,,Gear,Uncommon,Order,,"When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9718c666cbf789a572760c826d0a06b26b787ae5-744x1039.png
ogn-229,Vengeance,,,,,,4,,2,Spell,Uncommon,Order,,Kill a unit.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a21e2ffee47ecdd1575bf48edb8c2a84722cc6b9-744x1039.png
ogn-230,Albus Ferros,,,,,,4,3,,Unit,Rare,Order,Piltover,"When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec0be8d2a79196b689fccf9ee42ce8baa7e9c35e-744x1039.png
ogn-231,Commander Ledros,,,,,,6,8,4,Unit,Rare,Order,"Spirit, Shadow Isles","As you play me, you may kill any number of friendly units as an additional cost. Reduce my cost by 1 order rune for each killed this way.
[Deflect] (Opponents must pay 1 rune of any type to choose me with a spell or ability.) [Ganking] (I can move from battlefield to battlefield.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1183be5effc6275f17da09b983feb36632752af4-744x1039.png
ogn-232,"Fiora, Victorious",,,,,,4,4,,Unit,Rare,Order,"Fiora, Demacia","While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ might.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24d4d1997e6a5b145412e402fc69399d590ecda0-744x1039.png
ogn-233,Grand Strategem,,,,,,6,,3,Spell,Rare,Order,,[Action] (Play on your turn or in showdowns.) Give friendly units +5 might this turn.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bda7514aefa94ac3f368690cdd2d0f955d44c089-744x1039.png
ogn-234,Harnessed Dragon,,,,,,8,6,2,Unit,Rare,Order,"Dragon, Demacia","When you play me, kill an enemy unit.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00bc15bc1c2f5b8e6d1713819998df1c04864dcb-744x1039.png
ogn-235,"Karma, Channeler",,,,,,6,6,1,Unit,Rare,Order,"Vi, Ionia","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When you recycle one or more cards, buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff. Runes aren't cards.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aca8664b334f2fa40cc7bae2811dd4e1b4f06388-744x1039.png
ogn-236,"Karthus, Eternal",,,,,,3,3,1,Unit,Rare,Order,"Spirit, Karthus, Shadow Isles",Your [Deathknell] effects trigger an additional time.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df3497ce6a602da554813340f572240675c7f0e2-744x1039.png
ogn-237,King's Edict,,,,,,6,,2,Spell,Rare,Order,,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec1b8b98e1ca7a34939322883309c71605bb8bc5-744x1039.png
ogn-238,"Leona, Determined",,,,,,4,4,1,Unit,Rare,Order,"Leona, Mount Targon","[Shield] (+1 might while I'm a defender.) When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/39a1e121031cfb4bdb009b071ed5d70411966cd9-744x1039.png
ogn-238a,"Leona, Determined",,,,,,4,4,1,Unit,Showcase,Order,"Leona, Mount Targon","[Shield] (+1 might while I'm a defender.) When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ed0250f1d3bbbbde49b3ce1fc2e744e4da64baa-744x1039.png
ogn-239,Machine Evangel,,,,,,5,4,1,Unit,Rare,Order,Piltover,"[Deathknell] — Play three 1 might Recruit unit tokens into your base. (When I die, get the effect.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ad15d4ff89548e83dcede9b209b12233652cf3a1-744x1039.png
ogn-240,"Sett, Kingpin",,,,,,4,5,1,Unit,Rare,Order,"Sett, Ionia",[Tank] (I must be assigned combat damage first.) I get +1 might for each buffed friendly unit at my battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bd43f1dcef824b66f1af994b59b961fc3705f9c3-744x1039.png
ogn-240a,"Sett, Kingpin",,,,,,4,5,1,Unit,Showcase,Order,"Sett, Ionia",[Tank] (I must be assigned combat damage first.) I get +1 might for each buffed friendly unit at my battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/010bbd89c60c57dc508f6b22201d31bb188f84d6-744x1039.png
ogn-241,"Shen, Kinkou",,,,,,3,3,1,Unit,Rare,Order,"Shen, Ionia","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 might while I'm a defender.) [Tank] (I must be assigned combat damage first.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/25f3a9fa33201278ebf475b2d02dae8c0c0cb20c-744x1039.png
